Feature ID,Feature Name,Feature Type,I,P value,Adjusted p value,Feature Counts in Spots Under Tissue,Median Normalized Average Counts,Barcodes Detected per Feature
ENSMUSG00000036186,Dipk1b,Gene Expression,-0.0008866960505016882,0.8823500409554129,0.975501201680234,30,0.005599795755235888,30
ENSMUSG00000003863,Ppfia3,Gene Expression,-0.0008884413020631212,0.8781221171269614,0.9745038108791232,11,0.0024735079263730276,11
ENSMUSG00000021696,Elovl7,Gene Expression,-0.0008893780585849504,0.8814025604975912,0.975501201680234,28,0.0045405465005708455,26
ENSMUSG00000030272,Camk1,Gene Expression,-0.0008900350944684077,0.8839872504129963,0.9759428976549415,518,0.09293201061396573,476
ENSMUSG00000030098,Grip2,Gene Expression,-0.0008903759369693606,0.8812263971103298,0.975501201680234,31,0.005546350933210474,31
ENSMUSG00000038335,Tsr1,Gene Expression,-0.0008905047682421604,0.8838540912764292,0.9759428976549415,391,0.06957381687528287,367
ENSMUSG00000095774,Olfr970,Gene Expression,-0.0008922819337372881,0.8651273695528848,0.9714396432661763,4,0.0007726870296861084,4
ENSMUSG00000025981,Coq10b,Gene Expression,-0.0008924919520134033,0.8825990610306831,0.9755680656475824,65,0.011407989275774374,65
ENSMUSG00000035528,Npffr2,Gene Expression,-0.0008935597031450778,0.8637133870882125,0.9713559343521935,6,0.0012921232956417136,5
ENSMUSG00000091924,Vmn1r185,Gene Expression,-0.0008975917750513681,0.8795736749106242,0.9749253524255339,23,0.003889398950012439,23
ENSMUSG00000026200,Glb1l,Gene Expression,-0.000898322586612617,0.8816704109630951,0.975501201680234,82,0.01526183803644358,82
ENSMUSG00000027566,Psma7,Gene Expression,-0.0008987640749475788,0.8826440959026745,0.9755680656475824,5661,1.0391523481448683,3137
ENSMUSG00000062103,Olfr924,Gene Expression,-0.0008988243103694234,0.8765271032938758,0.9742914138252392,13,0.0022155475630564496,12
ENSMUSG00000007038,Neu1,Gene Expression,-0.0008990887792085299,0.882308159294743,0.975501201680234,256,0.048777136398935626,246
ENSMUSG00000032318,Isl2,Gene Expression,-0.0008991223230519638,0.8787021782564735,0.9746154802304509,18,0.00413856968386376,18
ENSMUSG00000020099,Unc5b,Gene Expression,-0.0008991373060508256,0.8820769457087265,0.975501201680234,138,0.02559511735062561,136
ENSMUSG00000032053,Pou2af1,Gene Expression,-0.0008997516897773743,0.8813555098334986,0.975501201680234,69,0.012776523433209995,67
ENSMUSG00000027202,Slc12a1,Gene Expression,-0.0009006668885180705,0.8550014582456753,0.9692051876651412,6,0.001030064143604211,6
ENSMUSG00000045589,Frrs1l,Gene Expression,-0.0009009075403394732,0.8768122447927841,0.9742914138252392,14,0.002610089310277982,14
ENSMUSG00000053178,Mterf1b,Gene Expression,-0.0009009763036618333,0.8814038788194467,0.975501201680234,85,0.016122405494071068,84
ENSMUSG00000029234,Tmem165,Gene Expression,-0.0009010080005374179,0.882186460216158,0.975501201680234,737,0.1377487907331214,670
ENSMUSG00000051153,Tas2r105,Gene Expression,-0.0009013413495651759,0.8655755547871509,0.9714396432661763,6,0.0009158849879068167,6
ENSMUSG00000057615,Ldoc1,Gene Expression,-0.0009020200398644797,0.8657794873768243,0.9714396432661763,6,0.0007652170453265893,6
ENSMUSG00000037649,H2-DMa,Gene Expression,-0.0009024158399264488,0.8817533551431169,0.975501201680234,288,0.05412123272509207,272
ENSMUSG00000025529,Zfp711,Gene Expression,-0.0009027865338268914,0.8619412943149984,0.970515264928093,5,0.0009193193524001402,5
ENSMUSG00000041991,Hrnr,Gene Expression,-0.0009034615880978545,0.8777562525566528,0.9744140789400346,18,0.0030390903709449643,17
ENSMUSG00000023905,Tnfrsf12a,Gene Expression,-0.0009043425175451574,0.8815665887574883,0.975501201680234,545,0.09954628473515639,485
ENSMUSG00000040913,Fbxw4,Gene Expression,-0.0009047781995656252,0.8814658276649658,0.975501201680234,413,0.07525444680817833,382
ENSMUSG00000043583,4930470P17Rik,Gene Expression,-0.0009051567152016055,0.8768268675738123,0.9742914138252392,15,0.00270672465521965,15
ENSMUSG00000003436,Dll3,Gene Expression,-0.0009056852447677205,0.8617571131061025,0.970515264928093,5,0.0009877214664872282,5
ENSMUSG00000054619,Mettl7a1,Gene Expression,-0.0009056876535111975,0.8814811905122402,0.975501201680234,6061,1.1056321494774504,3235
ENSMUSG00000050565,Tor1aip2,Gene Expression,-0.0009058771563218107,0.8814487492985486,0.975501201680234,4887,0.8928187778742055,2856
ENSMUSG00000027669,Gnb4,Gene Expression,-0.0009064899117778588,0.8809713070555911,0.975501201680234,184,0.03487748674968133,182
ENSMUSG00000063661,Krt73,Gene Expression,-0.0009065178675705269,0.8775845892636064,0.9744140789400346,21,0.004057968669789119,21
ENSMUSG00000074647,Fam83c,Gene Expression,-0.000907035443792365,0.877178396334188,0.9744140789400346,20,0.004065879599453298,20
ENSMUSG00000055030,Sprr2e,Gene Expression,-0.0009075537789376496,0.8744998497489652,0.9740060611165783,13,0.0022121963291967727,13
ENSMUSG00000026355,Mcm6,Gene Expression,-0.0009080118275214249,0.88087426262705,0.975501201680234,336,0.06256145464364676,317
ENSMUSG00000111306,Olfr1065,Gene Expression,-0.0009082114696831933,0.862982657457812,0.970950409176766,6,0.0008642032715448223,6
ENSMUSG00000002233,Rhoc,Gene Expression,-0.0009105395342872466,0.8805266705632979,0.975501201680234,482,0.09143431534986804,450
ENSMUSG00000111611,Olfr157,Gene Expression,-0.0009116559242274497,0.8767961656030152,0.9742914138252392,20,0.0038646036129095763,20
ENSMUSG00000018589,Glra2,Gene Expression,-0.0009129371784591375,0.8589820303991573,0.9699185538802155,5,0.0010683037626161213,5
ENSMUSG00000075573,Defb47,Gene Expression,-0.0009130941770213541,0.8756161757090964,0.9740719092534966,17,0.0030373538015847495,17
ENSMUSG00000021464,Ror2,Gene Expression,-0.0009132057734297181,0.8747946266282337,0.9740060611165783,16,0.0027867968721355533,16
ENSMUSG00000078161,Erich3,Gene Expression,-0.0009135330843920654,0.8778009447046983,0.9744140789400346,30,0.006415018270143631,30
ENSMUSG00000067764,Xlr5c,Gene Expression,-0.0009138565413827486,0.8622628108595003,0.9708132206700655,5,0.00113944010261119,5
ENSMUSG00000029862,Clcn1,Gene Expression,-0.0009149117272658888,0.8761542093530797,0.9741621087889394,25,0.004150855284680292,25
ENSMUSG00000025701,Alox5,Gene Expression,-0.0009170501698729561,0.873996290372141,0.9740060611165783,13,0.0025587822991604355,13
ENSMUSG00000003119,Cdk12,Gene Expression,-0.0009173461166315017,0.8793955771767856,0.9748962363694994,539,0.09886734778017561,493
ENSMUSG00000078253,Krtap16-1,Gene Expression,-0.000917548016570797,0.8759222787390238,0.9740719092534966,21,0.004002118615284604,21
ENSMUSG00000022667,Cd200r1,Gene Expression,-0.000917557963768384,0.8791918984470665,0.9748387463181858,243,0.04543699521365264,233
ENSMUSG00000027831,Veph1,Gene Expression,-0.0009190231795339191,0.8774975008165834,0.9744140789400346,43,0.007906976779567696,43
ENSMUSG00000040734,Ppp1r13l,Gene Expression,-0.000919636456503849,0.8788066644078745,0.9746262971942078,229,0.03989802420650923,213
ENSMUSG00000026734,4921504E06Rik,Gene Expression,-0.0009200804985770333,0.8611511733698087,0.970372722576052,7,0.0012500568704746549,7
ENSMUSG00000092244,Esp34,Gene Expression,-0.0009204737666315886,0.8526109926984282,0.9690104115901227,8,0.001545078339783697,7
ENSMUSG00000050901,Mtnr1b,Gene Expression,-0.0009206177090353752,0.8740792716489144,0.9740060611165783,17,0.0027990596778788993,17
ENSMUSG00000043747,1520401A03Rik,Gene Expression,-0.0009210801167828517,0.8642834727631141,0.9714396432661763,5,0.0010146931536904771,5
ENSMUSG00000004791,Pgf,Gene Expression,-0.0009213195734523308,0.8700023172103549,0.9732394601912223,12,0.0019286397281086086,12
ENSMUSG00000076613,Ighg2b,Gene Expression,-0.000921850063267902,0.8754715617464038,0.9740719092534966,26,0.004707145219423423,24
ENSMUSG00000091712,Sec14l5,Gene Expression,-0.000922111710764737,0.8743055969410974,0.9740060611165783,18,0.0038246126406490423,18
ENSMUSG00000018822,Sfrp5,Gene Expression,-0.0009224782281422302,0.875813651365156,0.9740719092534966,30,0.00545517354844194,29
ENSMUSG00000055547,Apobec4,Gene Expression,-0.0009229512175541951,0.8580239234571085,0.9699185538802155,5,0.0009862355215643672,5
ENSMUSG00000031340,Gabre,Gene Expression,-0.0009240395455885304,0.8630334270842852,0.970950409176766,6,0.0008179643470726256,6
ENSMUSG00000021497,Txndc15,Gene Expression,-0.0009253052152857142,0.8781815736412137,0.9745038108791232,3765,0.6963836540644032,2459
ENSMUSG00000037373,Ctbp1,Gene Expression,-0.0009269712983663594,0.8778864076242929,0.9744140789400346,1943,0.3609261266998361,1524
ENSMUSG00000002345,Borcs8,Gene Expression,-0.0009278564172613846,0.8777291551247656,0.9744140789400346,1638,0.31621968391109084,1335
ENSMUSG00000034422,Parp14,Gene Expression,-0.0009282078210044723,0.8776608221850265,0.9744140789400346,1310,0.24520768706824791,1104
ENSMUSG00000078800,Bsph2,Gene Expression,-0.0009300878639922086,0.872805163430585,0.9738597481093352,19,0.0041495976332568164,19
ENSMUSG00000018861,Fdxr,Gene Expression,-0.0009300980574444515,0.8773174379119807,0.9744140789400346,882,0.16470432610184452,795
ENSMUSG00000031429,Psmd10,Gene Expression,-0.0009329913685798831,0.8768145477617343,0.9742914138252392,777,0.14143430204416238,693
ENSMUSG00000070448,Vmn2r89,Gene Expression,-0.0009334492433809011,0.856526028197101,0.9694813138291588,5,0.0009755445812898473,5
ENSMUSG00000042700,Sipa1l1,Gene Expression,-0.0009356325512045323,0.8763173166803311,0.9742872256269894,555,0.10346632484689278,513
ENSMUSG00000028245,Nsmaf,Gene Expression,-0.0009366717062366895,0.8761230820527433,0.9741621087889394,461,0.08630738692420283,429
ENSMUSG00000029334,Prkg2,Gene Expression,-0.0009367544357868574,0.8562452130539593,0.9694493566689106,5,0.001013829263807848,5
ENSMUSG00000020121,Srgap1,Gene Expression,-0.0009376047837601526,0.8753083687736231,0.9740719092534966,89,0.01657812936452523,89
ENSMUSG00000034028,Cd226,Gene Expression,-0.0009377672466569087,0.8744093969319555,0.9740060611165783,47,0.008356688439193675,47
ENSMUSG00000043468,Adam30,Gene Expression,-0.0009379758661710888,0.8724187189674104,0.9736837699486162,22,0.00459003906868729,21
ENSMUSG00000051985,Igfn1,Gene Expression,-0.0009381893458072714,0.8637468618345389,0.9713559343521935,8,0.0013264387690789937,8
ENSMUSG00000048356,Olfr1496,Gene Expression,-0.0009383154879876972,0.8643256738102766,0.9714396432661763,8,0.001682551155181041,8
ENSMUSG00000079462,Gm15737,Gene Expression,-0.0009384985474166287,0.8723244372682287,0.9736837699486162,24,0.004616070178652084,23
ENSMUSG00000030204,Ddx47,Gene Expression,-0.0009385230429242778,0.8759079630048764,0.9740719092534966,1002,0.18639771135267175,872
ENSMUSG00000029729,Zkscan1,Gene Expression,-0.0009391554843777123,0.8758271974356248,0.9740719092534966,1479,0.2733877927628944,1224
ENSMUSG00000021589,Rhobtb3,Gene Expression,-0.000939988805849066,0.8753168887511468,0.9740719092534966,194,0.03438572754265886,189
ENSMUSG00000060601,Nr1h2,Gene Expression,-0.0009402074923525022,0.8756773074375397,0.9740719092534966,3070,0.5656291635476502,2154
ENSMUSG00000025216,Lbx1,Gene Expression,-0.0009406296371552154,0.8706585094294206,0.9734950481332775,18,0.0034987966718137043,18
ENSMUSG00000022120,Rnf219,Gene Expression,-0.0009418435912963572,0.8750219358889472,0.9740719092534966,205,0.04055842191050098,199
ENSMUSG00000020684,Rasl10b,Gene Expression,-0.0009424001074303256,0.8709398562087739,0.9734950481332775,16,0.0032600698792904026,16
ENSMUSG00000046881,Olfr374,Gene Expression,-0.0009444926552199541,0.8569814396170599,0.969482355099184,5,0.0006837965705816951,5
ENSMUSG00000094520,Olfr635,Gene Expression,-0.0009450793572544419,0.8571346395560413,0.969482355099184,5,0.0009665301239253315,5
ENSMUSG00000021848,Otx2,Gene Expression,-0.0009454251152867931,0.8545632159743136,0.9692051876651412,5,0.000986391618195496,5
ENSMUSG00000002718,Cse1l,Gene Expression,-0.0009460038671360846,0.8746200722405713,0.9740060611165783,696,0.12315023236152821,633
ENSMUSG00000028060,Khdc4,Gene Expression,-0.0009464398203635794,0.8746025071657594,0.9740060611165783,1521,0.28795535755032137,1266
ENSMUSG00000027570,Col9a3,Gene Expression,-0.0009479486610095086,0.8709743011931129,0.9734950481332775,26,0.004942799489729354,26
ENSMUSG00000063251,Krtap4-1,Gene Expression,-0.0009479559691332341,0.8556299700525822,0.9693527491242255,5,0.0011306666885043557,5
ENSMUSG00000057835,Zfp119a,Gene Expression,-0.0009480691753421235,0.8740803194521773,0.9740060611165783,286,0.055129180575830966,272
ENSMUSG00000031642,Sh3rf1,Gene Expression,-0.0009491462729551508,0.8739530892478006,0.9740060611165783,341,0.06446072974764978,323
ENSMUSG00000024227,Pdzph1,Gene Expression,-0.0009499419829985687,0.8502414235220817,0.9679256560119568,7,0.0012998256939397229,6
ENSMUSG00000097854,Gm26602,Gene Expression,-0.0009502280477018619,0.8647444902772983,0.9714396432661763,9,0.0017078793539139576,9
ENSMUSG00000097075,Cdiptos,Gene Expression,-0.0009502332035814475,0.8711092915723111,0.9734950481332775,30,0.006398006299345354,30
ENSMUSG00000075156,Olfr1128,Gene Expression,-0.0009505828867890417,0.852323936332153,0.9689180280652855,5,0.0008984682865762623,5
ENSMUSG00000062444,Ap3b2,Gene Expression,-0.000950708336810392,0.8699438196259774,0.9732394601912223,22,0.0040602588096636215,21
ENSMUSG00000021457,Syk,Gene Expression,-0.0009508070210151821,0.8736999825414378,0.9740060611165783,369,0.07061118672073521,348
ENSMUSG00000026321,Tnfrsf11a,Gene Expression,-0.0009509180594171521,0.8730005778098946,0.9738597481093352,89,0.017399704576995887,86
ENSMUSG00000071547,Nt5dc2,Gene Expression,-0.0009511903471381402,0.8735561201268701,0.9740060611165783,300,0.0551229050729592,280
ENSMUSG00000044952,Kctd21,Gene Expression,-0.0009512145631371054,0.8736224324204197,0.9740060611165783,344,0.06292773243062853,330
ENSMUSG00000058807,Olfr331,Gene Expression,-0.0009520159220523809,0.8532747928742458,0.9690104115901227,6,0.0009885567584985583,6
ENSMUSG00000054142,Vmn1r236,Gene Expression,-0.000954367643043458,0.856266390969708,0.9694493566689106,5,0.0009479117771342274,5
ENSMUSG00000025916,Ppp1r42,Gene Expression,-0.000954607738384387,0.8570561984904385,0.969482355099184,6,0.001352065029315345,6
ENSMUSG00000055334,Snupn,Gene Expression,-0.0009551650305725437,0.8729737048922063,0.9738597481093352,367,0.06673120056992089,349
ENSMUSG00000062278,Gm11562,Gene Expression,-0.0009552977441193943,0.8674996437698165,0.9718369988730869,15,0.0030478473450129195,14
ENSMUSG00000028661,Epha8,Gene Expression,-0.0009566996011848045,0.8583781359566248,0.9699185538802155,6,0.0010693937171225008,6
ENSMUSG00000093877,Olfr1348,Gene Expression,-0.0009567060752096268,0.8669726381880624,0.9717311196895617,14,0.002567713902074452,14
ENSMUSG00000035759,Bbs10,Gene Expression,-0.0009569515169252757,0.8723491790297744,0.9736837699486162,153,0.030168187928909546,150
ENSMUSG00000005107,Slc2a9,Gene Expression,-0.0009569866338101094,0.8728325342147081,0.9738597481093352,1418,0.26444465075289586,1197
ENSMUSG00000044201,Cdc25c,Gene Expression,-0.0009579870578134848,0.856147944944333,0.9694493566689106,5,0.000992030291328507,5
ENSMUSG00000048455,Sprr1b,Gene Expression,-0.000958369686216451,0.8520694541466505,0.968743073554089,5,0.0008970291493005455,5
ENSMUSG00000042680,Garem1,Gene Expression,-0.0009593995197283524,0.8722968447164486,0.9736837699486162,465,0.08664274079049543,438
ENSMUSG00000078427,Sarnp,Gene Expression,-0.0009598628699893402,0.8722396269806814,0.9736837699486162,544,0.09953792420642596,496
ENSMUSG00000030245,Golt1b,Gene Expression,-0.0009636524810686346,0.8714969235636638,0.9734950481332775,287,0.05446626167301172,274
ENSMUSG00000042364,Snx18,Gene Expression,-0.0009637516591876022,0.8716740475076084,0.9734950481332775,1044,0.1921280819758502,888
ENSMUSG00000027259,Adal,Gene Expression,-0.0009640099501787043,0.8715987441648875,0.9734950481332775,725,0.1327085104759397,657
ENSMUSG00000069581,Tspear,Gene Expression,-0.0009641520403390788,0.8536535072888959,0.9690104115901227,5,0.0008256384730341965,5
ENSMUSG00000038279,Nop2,Gene Expression,-0.0009646961083485349,0.8715008382059266,0.9734950481332775,869,0.1656752882594535,779
ENSMUSG00000033735,Spr,Gene Expression,-0.0009648590165958629,0.8715443824206984,0.9734950481332775,6271,1.1651291504910577,3382
ENSMUSG00000027371,Fahd2a,Gene Expression,-0.0009655646588267789,0.8712878207234876,0.9734950481332775,527,0.09781078183152167,486
ENSMUSG00000028798,Eif3i,Gene Expression,-0.0009661729049132385,0.8713230100926309,0.9734950481332775,3807,0.6909489752423564,2431
ENSMUSG00000040219,Ttc12,Gene Expression,-0.0009669059970930246,0.8675043968033396,0.9718369988730869,22,0.0042261527787418865,22
ENSMUSG00000068015,Lrch1,Gene Expression,-0.0009676821444020937,0.8709524488274143,0.9734950481332775,531,0.10280924884198968,499
ENSMUSG00000000416,Cttnbp2,Gene Expression,-0.0009677260018385485,0.86846091300808,0.9722331425366588,31,0.005777223203752796,31
ENSMUSG00000023883,Phf10,Gene Expression,-0.0009682053598588489,0.870887495465736,0.9734950481332775,686,0.1260759095765243,618
ENSMUSG00000039244,E130309D02Rik,Gene Expression,-0.0009684832552257541,0.8707552592527594,0.9734950481332775,464,0.08409835158500648,415
ENSMUSG00000045662,Henmt1,Gene Expression,-0.0009690603200351335,0.8665041460117104,0.9716205462846252,18,0.004042235496417918,18
ENSMUSG00000022476,Polr3h,Gene Expression,-0.000971937779194925,0.8701354958729915,0.9732563033910949,338,0.06295954924274111,322
ENSMUSG00000056155,Nanos3,Gene Expression,-0.0009727213407641087,0.8669831611410485,0.9717311196895617,26,0.004721947226630084,26
ENSMUSG00000067971,Olfr1321,Gene Expression,-0.0009750101895535517,0.8524275650727219,0.9689214720006987,5,0.0008761996459841549,5
ENSMUSG00000029517,Ankrd7,Gene Expression,-0.0009773145283684082,0.8533469486647061,0.9690104115901227,7,0.0013059913524926677,7
ENSMUSG00000087075,Lbhd2,Gene Expression,-0.0009776482722487897,0.8628445512958639,0.970950409176766,13,0.0024639554634738204,13
ENSMUSG00000060105,Olfr504,Gene Expression,-0.0009783225203679792,0.8656236865096378,0.9714396432661763,26,0.005200622446111414,25
ENSMUSG00000074593,Spint5,Gene Expression,-0.0009783484045489989,0.8624533313425915,0.9708648037431241,12,0.0021464120663819246,12
ENSMUSG00000112187,Gm6993,Gene Expression,-0.0009788071942929996,0.8553685611757351,0.9692051876651412,7,0.0009661044742065493,7
ENSMUSG00000071855,Ccdc112,Gene Expression,-0.0009801052340433704,0.8673875139973217,0.9718190939411626,52,0.010170399208019662,52
ENSMUSG00000055811,Cldn17,Gene Expression,-0.0009809215521400375,0.8653668182763264,0.9714396432661763,23,0.004295483750439481,23
ENSMUSG00000063394,Olfr293,Gene Expression,-0.0009810438309946247,0.8487802440344756,0.9678632757087059,5,0.0008967879104065306,5
ENSMUSG00000096446,Gm8104,Gene Expression,-0.0009811695592099766,0.8676979443173757,0.9718842598782189,68,0.012435307552109084,67
ENSMUSG00000028539,Artn,Gene Expression,-0.0009828245670348394,0.8602532571792286,0.9699185538802155,11,0.002383739967353589,11
ENSMUSG00000060257,Scrt2,Gene Expression,-0.0009831478080623074,0.8411840676656703,0.9676075149235741,5,0.0010535429043719,5
ENSMUSG00000025949,Pikfyve,Gene Expression,-0.000983165469308848,0.8684084331121071,0.9722331425366588,950,0.17695091289943904,838
ENSMUSG00000092473,Vmn1r180,Gene Expression,-0.000983357502448985,0.861475931156878,0.970439527839703,17,0.0030611659253352765,17
ENSMUSG00000016308,Ube2a,Gene Expression,-0.000983634156392597,0.8683798409141426,0.9722331425366588,2147,0.38865866893798534,1645
ENSMUSG00000117694,Snhg4,Gene Expression,-0.000984050232278255,0.8659764222458819,0.9714396432661763,36,0.007390970772762053,36
ENSMUSG00000048996,Olfr1366,Gene Expression,-0.0009841359376131886,0.8493225272562077,0.9679256560119568,6,0.0014224432108191473,6
ENSMUSG00000052504,Epha3,Gene Expression,-0.0009845249903987737,0.8670630254976659,0.9717311196895617,67,0.012552444815931965,65
ENSMUSG00000027281,Slx4ip,Gene Expression,-0.0009849773756934767,0.867667599891697,0.9718842598782189,157,0.030524950736173794,155
ENSMUSG00000068067,1110057P08Rik,Gene Expression,-0.0009855360498126362,0.8613613239541045,0.970372722576052,13,0.002511624771265119,13
ENSMUSG00000045027,Prss22,Gene Expression,-0.0009864020016684813,0.8609893959347502,0.9703449594356861,15,0.0027023086038203427,15
ENSMUSG00000050222,Il17d,Gene Expression,-0.000986453590145475,0.865619220987467,0.9714396432661763,34,0.006605455701460894,34
ENSMUSG00000091863,Cldn34a,Gene Expression,-0.0009870271228161506,0.845308805945077,0.9676999273694524,6,0.0009573898376440056,6
ENSMUSG00000094266,Olfr340,Gene Expression,-0.0009874474229109073,0.8633790055091484,0.9711513028615005,21,0.0038185164283681167,20
ENSMUSG00000034951,Cog7,Gene Expression,-0.0009882299559434249,0.8676013789153653,0.9718842598782189,1760,0.3270728643750202,1419
ENSMUSG00000043850,Clrn1,Gene Expression,-0.0009886529891669324,0.8448222425430783,0.9676999273694524,6,0.0011750158700703501,6
ENSMUSG00000047642,D930020B18Rik,Gene Expression,-0.0009896942886124867,0.8501755198461589,0.9679256560119568,5,0.0010916557743522045,5
ENSMUSG00000028797,Tmem234,Gene Expression,-0.0009906062077012934,0.8672081025065284,0.9717311196895617,1936,0.36075555728158604,1515
ENSMUSG00000026825,Dnm1,Gene Expression,-0.000990618069574534,0.8651594286480496,0.9714396432661763,45,0.00833023339179125,43
ENSMUSG00000095187,Olfr1381,Gene Expression,-0.0009906372950610964,0.8400463628130627,0.9676075149235741,5,0.0008966047742034716,5
ENSMUSG00000031224,Magee2,Gene Expression,-0.0009908802115197234,0.8494076675905065,0.9679256560119568,6,0.0007782293171018935,6
ENSMUSG00000094493,Olfr700,Gene Expression,-0.000992928222980822,0.8601415528199808,0.9699185538802155,12,0.0024279703345369084,12
ENSMUSG00000068173,Btg1-ps1,Gene Expression,-0.00099305324003164,0.8481149009542241,0.9678075219901805,5,0.0010991114091465932,5
ENSMUSG00000032182,Yipf2,Gene Expression,-0.0009931965577316534,0.8666408828836345,0.9716522584385584,465,0.08743956280846499,437
ENSMUSG00000033565,Rbfox2,Gene Expression,-0.0009948274235636095,0.866488664319248,0.9716205462846252,1396,0.25921790287657054,1173
ENSMUSG00000035200,Chrnb4,Gene Expression,-0.0009953684313922465,0.8596796637393114,0.9699185538802155,14,0.0023613808542156498,14
ENSMUSG00000073678,Pgap1,Gene Expression,-0.0009956773359546622,0.8662371209210522,0.9714907813403719,509,0.09336655618774052,475
ENSMUSG00000089768,Tmsb15b1,Gene Expression,-0.0009961447162198666,0.8645844161480019,0.9714396432661763,47,0.007982608602182681,46
ENSMUSG00000030672,Mylpf,Gene Expression,-0.0009963248368964168,0.8646808352992541,0.9714396432661763,53,0.009457450325939788,53
ENSMUSG00000052560,Cpne8,Gene Expression,-0.0009965224822386046,0.8471163881738943,0.9677751135335027,7,0.000902876120714589,7
ENSMUSG00000048249,Crebrf,Gene Expression,-0.0009965314241090356,0.8661889014134367,0.9714907813403719,1335,0.24536274519004145,1118
ENSMUSG00000066224,Arid3c,Gene Expression,-0.0009967235429016465,0.8487833835096905,0.9678632757087059,5,0.0009605258420736422,5
ENSMUSG00000063382,Bcl9l,Gene Expression,-0.0009988384173493226,0.8658207428404087,0.9714396432661763,1722,0.3233572499287697,1401
ENSMUSG00000096697,Esp23,Gene Expression,-0.00099964218494754,0.8546062399077244,0.9692051876651412,8,0.0013232480550550252,8
ENSMUSG00000028277,Ube2j1,Gene Expression,-0.0009999284314250122,0.8656508288972828,0.9714396432661763,2053,0.37865557617804513,1595
ENSMUSG00000039831,Arhgap29,Gene Expression,-0.0010012059169271464,0.8654232275732223,0.9714396432661763,1492,0.27967687584606477,1258
ENSMUSG00000048752,Prss50,Gene Expression,-0.0010016096063171856,0.8588693525747746,0.9699185538802155,15,0.0025853697241610134,15
ENSMUSG00000026535,Ifi202b,Gene Expression,-0.001001686555118018,0.8455587551885777,0.9676999273694524,5,0.001122355171525269,5
ENSMUSG00000014543,Klra17,Gene Expression,-0.0010020265369774868,0.8586506046008668,0.9699185538802155,22,0.004382953177748459,21
ENSMUSG00000038048,Cntnap5c,Gene Expression,-0.0010022825019363228,0.8456480785668434,0.9676999273694524,5,0.0010553892196127684,5
ENSMUSG00000073234,Gm8773,Gene Expression,-0.0010025594845915716,0.847273696442944,0.9677914052672318,5,0.0009597969641798744,5
ENSMUSG00000042359,Osbpl6,Gene Expression,-0.001002656167965338,0.8398873751692696,0.9676075149235741,5,0.0008625169834324839,5
ENSMUSG00000046798,Cldn12,Gene Expression,-0.001003517401119333,0.8650534653398443,0.9714396432661763,2609,0.49791044282536706,1925
ENSMUSG00000027876,Reg4,Gene Expression,-0.00100360396410907,0.8584180474921466,0.9699185538802155,17,0.0035201460859890714,17
ENSMUSG00000073007,Tent5d,Gene Expression,-0.0010037138838728979,0.8440801901474865,0.9676999273694524,5,0.0007046531229655321,5
ENSMUSG00000020227,Irak3,Gene Expression,-0.0010037842149590095,0.864304765436451,0.9714396432661763,127,0.023073637499166664,122
ENSMUSG00000078302,Foxd1,Gene Expression,-0.0010038738252813872,0.8608580187682008,0.9703164432727824,22,0.003827300622205614,22
ENSMUSG00000025963,Mdh1b,Gene Expression,-0.0010046884286526515,0.8517928380321124,0.9685437392614836,8,0.0015264800845000046,8
ENSMUSG00000048933,Olfr722,Gene Expression,-0.0010054299818307042,0.8598604881889185,0.9699185538802155,20,0.004121443653568045,20
ENSMUSG00000027852,Nras,Gene Expression,-0.0010056553324650423,0.8646599517308404,0.9714396432661763,1201,0.2269337017564526,1039
ENSMUSG00000017747,Ghdc,Gene Expression,-0.0010059299875715053,0.8645639234493925,0.9714396432661763,703,0.12908981924558208,638
ENSMUSG00000063728,Magea6,Gene Expression,-0.0010059473721296054,0.8480022371643078,0.9678075219901805,5,0.0011024513314538673,5
ENSMUSG00000024471,Myot,Gene Expression,-0.0010059994456296224,0.8397258391910432,0.9676075149235741,5,0.0008790973431788121,5
ENSMUSG00000020883,Fbxl20,Gene Expression,-0.001007366132242266,0.8643807107390243,0.9714396432661763,1247,0.2371235837724354,1083
ENSMUSG00000065954,Tacc1,Gene Expression,-0.001008045266426772,0.8642897033988601,0.9714396432661763,2134,0.40019114148381946,1654
ENSMUSG00000059610,Olfr222,Gene Expression,-0.0010086874288475726,0.861350465746175,0.970372722576052,29,0.005810893362783187,29
ENSMUSG00000026278,Bok,Gene Expression,-0.001008701003533533,0.8640290856383066,0.9714396432661763,487,0.08827830958411627,449
ENSMUSG00000010796,Asz1,Gene Expression,-0.0010087594855955576,0.8601023766154836,0.9699185538802155,23,0.0038317311474566234,23
ENSMUSG00000079343,C1s2,Gene Expression,-0.0010097270045541277,0.8602439399258119,0.9699185538802155,23,0.005041265291274793,23
ENSMUSG00000025170,Rab40b,Gene Expression,-0.001010580678601637,0.8615977200157696,0.9704687686038925,38,0.0070585676951545155,38
ENSMUSG00000006418,Rnf114,Gene Expression,-0.001010789651876343,0.8638275287845938,0.9713899408626754,2040,0.3744293001987073,1574
ENSMUSG00000031563,Wwc2,Gene Expression,-0.0010119638221057455,0.8634136537821762,0.9711513028615005,332,0.061379254837854884,313
ENSMUSG00000020690,Efcab3,Gene Expression,-0.0010127251142629963,0.8575044208709377,0.9696589359613388,16,0.0029510725686227677,16
